#         t          x          y          z         vx         vy         vz
      0.000    -98.560   -119.990   -127.760    -28.430    173.920     93.230
      0.001    -98.588   -119.816   -127.667    -28.361    173.999     93.317
      0.002    -98.617   -119.642   -127.573    -28.291    174.078     93.404
      0.003    -98.645   -119.468   -127.480    -28.221    174.157     93.491
      0.004    -98.673   -119.294   -127.386    -28.151    174.236     93.578
      0.005    -98.701   -119.119   -127.293    -28.081    174.316     93.666
      0.006    -98.729   -118.945   -127.199    -28.011    174.395     93.753
      0.007    -98.757   -118.771   -127.105    -27.941    174.474     93.841
      0.008    -98.785   -118.596   -127.011    -27.870    174.554     93.928
      0.009    -98.813   -118.422   -126.917    -27.799    174.633     94.016
      0.010    -98.841   -118.247   -126.823    -27.728    174.712     94.104
      0.011    -98.868   -118.072   -126.729    -27.657    174.792     94.192
      0.012    -98.896   -117.897   -126.635    -27.586    174.871     94.280
      0.013    -98.924   -117.722   -126.541    -27.515    174.951     94.368
      0.014    -98.951   -117.547   -126.446    -27.444    175.030     94.457
      0.015    -98.979   -117.372   -126.352    -27.372    175.110     94.545
      0.016    -99.006   -117.197   -126.257    -27.300    175.189     94.634
      0.017    -99.033   -117.022   -126.162    -27.228    175.269     94.722
      0.018    -99.060   -116.847   -126.068    -27.156    175.349     94.811
      0.019    -99.087   -116.671   -125.973    -27.084    175.428     94.900
      0.020    -99.115   -116.496   -125.878    -27.012    175.508     94.989
      0.021    -99.141   -116.320   -125.783    -26.939    175.588     95.078
      0.022    -99.168   -116.145   -125.688    -26.866    175.668     95.167
      0.023    -99.195   -115.969   -125.593    -26.793    175.748     95.256
      0.024    -99.222   -115.793   -125.497    -26.720    175.827     95.345
      0.025    -99.249   -115.617   -125.402    -26.647    175.907     95.435
      0.026    -99.275   -115.441   -125.306    -26.574    175.987     95.524
      0.027    -99.302   -115.265   -125.211    -26.500    176.067     95.614
      0.028    -99.328   -115.089   -125.115    -26.427    176.147     95.704
      0.029    -99.355   -114.913   -125.019    -26.353    176.227     95.794
      0.030    -99.381   -114.737   -124.924    -26.279    176.307     95.884
      0.031    -99.407   -114.560   -124.828    -26.205    176.388     95.974
      0.032    -99.433   -114.384   -124.732    -26.130    176.468     96.064
      0.033    -99.459   -114.207   -124.635    -26.056    176.548     96.155
      0.034    -99.486   -114.031   -124.539    -25.981    176.628     96.245
      0.035    -99.511   -113.854   -124.443    -25.907    176.708     96.336
      0.036    -99.537   -113.677   -124.347    -25.832    176.789     96.426
      0.037    -99.563   -113.501   -124.250    -25.756    176.869     96.517
      0.038    -99.589   -113.324   -124.154    -25.681    176.949     96.608
      0.039    -99.614   -113.147   -124.057    -25.606    177.030     96.699
      0.040    -99.640   -112.970   -123.960    -25.530    177.110     96.790
      0.041    -99.666   -112.792   -123.863    -25.454    177.191     96.881
      0.042    -99.691   -112.615   -123.766    -25.378    177.271     96.973
      0.043    -99.716   -112.438   -123.669    -25.302    177.352     97.064
      0.044    -99.742   -112.260   -123.572    -25.226    177.432     97.155
      0.045    -99.767   -112.083   -123.475    -25.149    177.513     97.247
      0.046    -99.792   -111.905   -123.378    -25.073    177.593     97.339
      0.047    -99.817   -111.728   -123.280    -24.996    177.674     97.431
      0.048    -99.842   -111.550   -123.183    -24.919    177.755     97.523
      0.049    -99.867   -111.372   -123.085    -24.842    177.835     97.615
      0.050    -99.892   -111.194   -122.988    -24.765    177.916     97.707
      0.051    -99.916   -111.016   -122.890    -24.687    177.997     97.799
      0.052    -99.941   -110.838   -122.792    -24.610    178.078     97.892
      0.053    -99.965   -110.660   -122.694    -24.532    178.158     97.984
      0.054    -99.990   -110.482   -122.596    -24.454    178.239     98.077
      0.055   -100.014   -110.304   -122.498    -24.376    178.320     98.170
      0.056   -100.039   -110.126   -122.400    -24.297    178.401     98.263
      0.057   -100.063   -109.947   -122.301    -24.219    178.482     98.356
      0.058   -100.087   -109.769   -122.203    -24.140    178.563     98.449
      0.059   -100.111   -109.590   -122.105    -24.061    178.644     98.542
      0.060   -100.135   -109.411   -122.006    -23.982    178.725     98.636
      0.061   -100.159   -109.232   -121.907    -23.903    178.806     98.729
      0.062   -100.183   -109.054   -121.809    -23.823    178.887     98.823
      0.063   -100.207   -108.875   -121.710    -23.744    178.969     98.916
      0.064   -100.231   -108.696   -121.611    -23.664    179.050     99.010
      0.065   -100.254   -108.517   -121.512    -23.584    179.131     99.104
      0.066   -100.278   -108.337   -121.412    -23.504    179.212     99.198
      0.067   -100.301   -108.158   -121.313    -23.424    179.294     99.292
      0.068   -100.325   -107.979   -121.214    -23.343    179.375     99.387
      0.069   -100.348   -107.799   -121.114    -23.263    179.456     99.481
      0.070   -100.371   -107.620   -121.015    -23.182    179.538     99.576
      0.071   -100.394   -107.440   -120.915    -23.101    179.619     99.670
      0.072   -100.417   -107.261   -120.816    -23.020    179.700     99.765
      0.073   -100.440   -107.081   -120.716    -22.938    179.782     99.860
      0.074   -100.463   -106.901   -120.616    -22.857    179.863     99.955
      0.075   -100.486   -106.721   -120.516    -22.775    179.945    100.050
      0.076   -100.509   -106.541   -120.416    -22.693    180.026    100.145
      0.077   -100.531   -106.361   -120.316    -22.611    180.108    100.240
      0.078   -100.554   -106.181   -120.215    -22.529    180.190    100.336
      0.079   -100.576   -106.001   -120.115    -22.446    180.271    100.431
      0.080   -100.599   -105.820   -120.014    -22.364    180.353    100.527
      0.081   -100.621   -105.640   -119.914    -22.281    180.435    100.623
      0.082   -100.643   -105.460   -119.813    -22.198    180.516    100.719
      0.083   -100.666   -105.279   -119.712    -22.115    180.598    100.815
      0.084   -100.688   -105.098   -119.612    -22.031    180.680    100.911
      0.085   -100.710   -104.918   -119.511    -21.948    180.762    101.007
      0.086   -100.732   -104.737   -119.410    -21.864    180.843    101.104
      0.087   -100.753   -104.556   -119.308    -21.780    180.925    101.200
      0.088   -100.775   -104.375   -119.207    -21.696    181.007    101.297
      0.089   -100.797   -104.194   -119.106    -21.611    181.089    101.394
      0.090   -100.818   -104.013   -119.004    -21.527    181.171    101.491
      0.091   -100.840   -103.832   -118.903    -21.442    181.253    101.588
      0.092   -100.861   -103.650   -118.801    -21.357    181.335    101.685
      0.093   -100.883   -103.469   -118.699    -21.272    181.417    101.782
      0.094   -100.904   -103.288   -118.598    -21.187    181.499    101.879
      0.095   -100.925   -103.106   -118.496    -21.101    181.581    101.977
      0.096   -100.946   -102.924   -118.394    -21.015    181.663    102.075
      0.097   -100.967   -102.743   -118.292    -20.930    181.745    102.172
      0.098   -100.988   -102.561   -118.189    -20.843    181.828    102.270
      0.099   -101.009   -102.379   -118.087    -20.757    181.910    102.368
      0.100   -101.029   -102.197   -117.985    -20.671    181.992    102.466
      0.101   -101.050   -102.015   -117.882    -20.584    182.074    102.564
      0.102   -101.070   -101.833   -117.779    -20.497    182.156    102.663
      0.103   -101.091   -101.651   -117.677    -20.410    182.239    102.761
      0.104   -101.111   -101.468   -117.574    -20.323    182.321    102.860
      0.105   -101.132   -101.286   -117.471    -20.235    182.403    102.959
      0.106   -101.152   -101.104   -117.368    -20.148    182.486    103.057
      0.107   -101.172   -100.921   -117.265    -20.060    182.568    103.156
      0.108   -101.192   -100.738   -117.162    -19.972    182.651    103.256
      0.109   -101.212   -100.556   -117.058    -19.883    182.733    103.355
      0.110   -101.232   -100.373   -116.955    -19.795    182.816    103.454
      0.111   -101.251   -100.190   -116.851    -19.706    182.898    103.554
      0.112   -101.271   -100.007   -116.748    -19.617    182.981    103.653
      0.113   -101.291    -99.824   -116.644    -19.528    183.063    103.753
      0.114   -101.310    -99.641   -116.540    -19.439    183.146    103.853
      0.115   -101.330    -99.458   -116.436    -19.350    183.228    103.953
      0.116   -101.349    -99.275   -116.332    -19.260    183.311    104.053
      0.117   -101.368    -99.091   -116.228    -19.170    183.394    104.153
      0.118   -101.387    -98.908   -116.124    -19.080    183.476    104.253
      0.119   -101.406    -98.724   -116.020    -18.989    183.559    104.354
      0.120   -101.425    -98.541   -115.915    -18.899    183.642    104.454
      0.121   -101.444    -98.357   -115.811    -18.808    183.724    104.555
      0.122   -101.463    -98.173   -115.706    -18.717    183.807    104.656
      0.123   -101.481    -97.989   -115.602    -18.626    183.890    104.757
      0.124   -101.500    -97.806   -115.497    -18.535    183.973    104.858
      0.125   -101.519    -97.621   -115.392    -18.443    184.055    104.959
      0.126   -101.537    -97.437   -115.287    -18.351    184.138    105.061
      0.127   -101.555    -97.253   -115.182    -18.259    184.221    105.162
      0.128   -101.573    -97.069   -115.077    -18.167    184.304    105.264
      0.129   -101.592    -96.885   -114.971    -18.075    184.387    105.366
      0.130   -101.610    -96.700   -114.866    -17.982    184.470    105.468
      0.131   -101.628    -96.516   -114.760    -17.889    184.553    105.570
      0.132   -101.645    -96.331   -114.655    -17.796    184.636    105.672
      0.133   -101.663    -96.146   -114.549    -17.703    184.719    105.774
      0.134   -101.681    -95.962   -114.443    -17.609    184.802    105.876
      0.135   -101.698    -95.777   -114.337    -17.516    184.885    105.979
      0.136   -101.716    -95.592   -114.231    -17.422    184.968    106.082
      0.137   -101.733    -95.407   -114.125    -17.327    185.051    106.184
      0.138   -101.750    -95.222   -114.019    -17.233    185.134    106.287
      0.139   -101.768    -95.037   -113.913    -17.139    185.217    106.390
      0.140   -101.785    -94.851   -113.806    -17.044    185.300    106.494
      0.141   -101.802    -94.666   -113.700    -16.949    185.383    106.597
      0.142   -101.819    -94.481   -113.593    -16.853    185.467    106.700
      0.143   -101.835    -94.295   -113.486    -16.758    185.550    106.804
      0.144   -101.852    -94.109   -113.379    -16.662    185.633    106.908
      0.145   -101.869    -93.924   -113.272    -16.566    185.716    107.012
      0.146   -101.885    -93.738   -113.165    -16.470    185.800    107.116
      0.147   -101.902    -93.552   -113.058    -16.374    185.883    107.220
      0.148   -101.918    -93.366   -112.951    -16.277    185.966    107.324
      0.149   -101.934    -93.180   -112.843    -16.180    186.049    107.428
      0.150   -101.950    -92.994   -112.736    -16.083    186.133    107.533
      0.151   -101.966    -92.808   -112.628    -15.986    186.216    107.638
      0.152   -101.982    -92.622   -112.521    -15.888    186.299    107.742
      0.153   -101.998    -92.435   -112.413    -15.791    186.383    107.847
      0.154   -102.014    -92.249   -112.305    -15.693    186.466    107.952
      0.155   -102.030    -92.062   -112.197    -15.594    186.550    108.058
      0.156   -102.045    -91.876   -112.089    -15.496    186.633    108.163
      0.157   -102.061    -91.689   -111.981    -15.397    186.716    108.268
      0.158   -102.076    -91.502   -111.872    -15.298    186.800    108.374
      0.159   -102.091    -91.316   -111.764    -15.199    186.883    108.480
      0.160   -102.106    -91.129   -111.655    -15.100    186.967    108.586
      0.161   -102.121    -90.942   -111.547    -15.000    187.050    108.692
      0.162   -102.136    -90.755   -111.438    -14.901    187.134    108.798
      0.163   -102.151    -90.567   -111.329    -14.800    187.217    108.904
      0.164   -102.166    -90.380   -111.220    -14.700    187.301    109.010
      0.165   -102.181    -90.193   -111.111    -14.600    187.384    109.117
      0.166   -102.195    -90.005   -111.002    -14.499    187.468    109.224
      0.167   -102.210    -89.818   -110.893    -14.398    187.551    109.331
      0.168   -102.224    -89.630   -110.783    -14.297    187.635    109.437
      0.169   -102.238    -89.443   -110.674    -14.195    187.719    109.545
      0.170   -102.252    -89.255   -110.564    -14.093    187.802    109.652
      0.171   -102.266    -89.067   -110.454    -13.991    187.886    109.759
      0.172   -102.280    -88.879   -110.345    -13.889    187.970    109.867
      0.173   -102.294    -88.691   -110.235    -13.787    188.053    109.974
      0.174   -102.308    -88.503   -110.125    -13.684    188.137    110.082
      0.175   -102.321    -88.315   -110.015    -13.581    188.221    110.190
      0.176   -102.335    -88.127   -109.904    -13.478    188.304    110.298
      0.177   -102.348    -87.938   -109.794    -13.374    188.388    110.406
      0.178   -102.362    -87.750   -109.684    -13.271    188.472    110.515
      0.179   -102.375    -87.561   -109.573    -13.167    188.555    110.623
      0.180   -102.388    -87.373   -109.462    -13.062    188.639    110.732
      0.181   -102.401    -87.184   -109.351    -12.958    188.723    110.841
      0.182   -102.414    -86.995   -109.241    -12.853    188.807    110.950
      0.183   -102.427    -86.806   -109.130    -12.748    188.890    111.059
      0.184   -102.440    -86.617   -109.018    -12.643    188.974    111.168
      0.185   -102.452    -86.428   -108.907    -12.538    189.058    111.277
      0.186   -102.465    -86.239   -108.796    -12.432    189.142    111.387
      0.187   -102.477    -86.050   -108.684    -12.326    189.225    111.496
      0.188   -102.489    -85.861   -108.573    -12.220    189.309    111.606
      0.189   -102.501    -85.671   -108.461    -12.113    189.393    111.716
      0.190   -102.513    -85.482   -108.350    -12.007    189.477    111.826
      0.191   -102.525    -85.293   -108.238    -11.900    189.561    111.936
      0.192   -102.537    -85.103   -108.126    -11.793    189.644    112.047
      0.193   -102.549    -84.913   -108.014    -11.685    189.728    112.157
      0.194   -102.561    -84.723   -107.901    -11.577    189.812    112.268
      0.195   -102.572    -84.534   -107.789    -11.469    189.896    112.379
      0.196   -102.584    -84.344   -107.677    -11.361    189.980    112.489
      0.197   -102.595    -84.154   -107.564    -11.253    190.064    112.601
      0.198   -102.606    -83.964   -107.451    -11.144    190.147    112.712
      0.199   -102.617    -83.773   -107.339    -11.035    190.231    112.823
      0.200   -102.628    -83.583   -107.226    -10.925    190.315    112.935
      0.201   -102.639    -83.393   -107.113    -10.816    190.399    113.046
      0.202   -102.650    -83.202   -107.000    -10.706    190.483    113.158
      0.203   -102.660    -83.012   -106.886    -10.596    190.567    113.270
      0.204   -102.671    -82.821   -106.773    -10.485    190.651    113.382
      0.205   -102.681    -82.630   -106.660    -10.375    190.734    113.494
      0.206   -102.692    -82.440   -106.546    -10.264    190.818    113.607
      0.207   -102.702    -82.249   -106.432    -10.153    190.902    113.719
      0.208   -102.712    -82.058   -106.319    -10.041    190.986    113.832
      0.209   -102.722    -81.867   -106.205     -9.930    191.070    113.945
      0.210   -102.732    -81.676   -106.091     -9.818    191.154    114.058
      0.211   -102.742    -81.485   -105.977     -9.705    191.238    114.171
      0.212   -102.751    -81.293   -105.862     -9.593    191.322    114.284
      0.213   -102.761    -81.102   -105.748     -9.480    191.405    114.397
      0.214   -102.770    -80.910   -105.634     -9.367    191.489    114.511
      0.215   -102.780    -80.719   -105.519     -9.254    191.573    114.625
      0.216   -102.789    -80.527   -105.404     -9.140    191.657    114.738
      0.217   -102.798    -80.336   -105.290     -9.026    191.741    114.852
      0.218   -102.807    -80.144   -105.175     -8.912    191.825    114.967
      0.219   -102.816    -79.952   -105.060     -8.797    191.909    115.081
      0.220   -102.824    -79.760   -104.945     -8.683    191.992    115.195
      0.221   -102.833    -79.568   -104.829     -8.568    192.076    115.310
      0.222   -102.842    -79.376   -104.714     -8.452    192.160    115.425
      0.223   -102.850    -79.184   -104.598     -8.337    192.244    115.540
      0.224   -102.858    -78.991   -104.483     -8.221    192.328    115.655
      0.225   -102.866    -78.799   -104.367     -8.105    192.412    115.770
      0.226   -102.874    -78.607   -104.251     -7.988    192.496    115.885
      0.227   -102.882    -78.414   -104.135     -7.871    192.579    116.001
      0.228   -102.890    -78.221   -104.019     -7.754    192.663    116.116
      0.229   -102.898    -78.029   -103.903     -7.637    192.747    116.232
      0.230   -102.905    -77.836   -103.787     -7.520    192.831    116.348
      0.231   -102.913    -77.643   -103.670     -7.402    192.915    116.464
      0.232   -102.920    -77.450   -103.554     -7.284    192.998    116.580
      0.233   -102.927    -77.257   -103.437     -7.165    193.082    116.697
      0.234   -102.935    -77.064   -103.320     -7.046    193.166    116.813
      0.235   -102.942    -76.871   -103.204     -6.927    193.250    116.930
      0.236   -102.948    -76.677   -103.087     -6.808    193.333    117.047
      0.237   -102.955    -76.484   -102.970     -6.688    193.417    117.164
      0.238   -102.962    -76.291   -102.852     -6.568    193.501    117.281
      0.239   -102.968    -76.097   -102.735     -6.448    193.585    117.398
      0.240   -102.975    -75.903   -102.617     -6.328    193.668    117.516
      0.241   -102.981    -75.710   -102.500     -6.207    193.752    117.634
      0.242   -102.987    -75.516   -102.382     -6.086    193.836    117.751
      0.243   -102.993    -75.322   -102.264     -5.964    193.919    117.869
      0.244   -102.999    -75.128   -102.146     -5.843    194.003    117.987
      0.245   -103.005    -74.934   -102.028     -5.721    194.087    118.106
      0.246   -103.010    -74.740   -101.910     -5.598    194.170    118.224
      0.247   -103.016    -74.546   -101.792     -5.476    194.254    118.343
      0.248   -103.021    -74.351   -101.674     -5.353    194.338    118.461
      0.249   -103.027    -74.157   -101.555     -5.229    194.421    118.580
      0.250   -103.032    -73.963   -101.436     -5.106    194.505    118.699
      0.251   -103.037    -73.768   -101.318     -4.982    194.588    118.818
      0.252   -103.042    -73.573   -101.199     -4.858    194.672    118.938
      0.253   -103.047    -73.379   -101.080     -4.733    194.755    119.057
      0.254   -103.051    -73.184   -100.961     -4.609    194.839    119.177
      0.255   -103.056    -72.989   -100.841     -4.484    194.922    119.297
      0.256   -103.060    -72.794   -100.722     -4.358    195.006    119.417
      0.257   -103.065    -72.599   -100.603     -4.232    195.089    119.537
      0.258   -103.069    -72.404   -100.483     -4.106    195.173    119.657
      0.259   -103.073    -72.209   -100.363     -3.980    195.256    119.778
      0.260   -103.077    -72.013   -100.243     -3.853    195.340    119.898
      0.261   -103.081    -71.818   -100.124     -3.726    195.423    120.019
      0.262   -103.084    -71.622   -100.003     -3.599    195.506    120.140
      0.263   -103.088    -71.427    -99.883     -3.471    195.590    120.261
      0.264   -103.091    -71.231    -99.763     -3.344    195.673    120.382
      0.265   -103.094    -71.036    -99.642     -3.215    195.756    120.504
      0.266   -103.098    -70.840    -99.522     -3.087    195.839    120.625
      0.267   -103.101    -70.644    -99.401     -2.958    195.923    120.747
      0.268   -103.103    -70.448    -99.280     -2.829    196.006    120.869
      0.269   -103.106    -70.252    -99.159     -2.699    196.089    120.991
      0.270   -103.109    -70.056    -99.038     -2.569    196.172    121.113
      0.271   -103.111    -69.860    -98.917     -2.439    196.255    121.235
      0.272   -103.114    -69.663    -98.796     -2.308    196.338    121.358
      0.273   -103.116    -69.467    -98.675     -2.178    196.421    121.481
      0.274   -103.118    -69.270    -98.553     -2.046    196.504    121.603
      0.275   -103.120    -69.074    -98.431     -1.915    196.587    121.726
      0.276   -103.122    -68.877    -98.310     -1.783    196.670    121.850
      0.277   -103.124    -68.681    -98.188     -1.651    196.753    121.973
      0.278   -103.125    -68.484    -98.066     -1.518    196.836    122.096
      0.279   -103.127    -68.287    -97.943     -1.386    196.919    122.220
      0.280   -103.128    -68.090    -97.821     -1.252    197.002    122.344
      0.281   -103.129    -67.893    -97.699     -1.119    197.085    122.468
      0.282   -103.130    -67.696    -97.576     -0.985    197.168    122.592
      0.283   -103.131    -67.498    -97.454     -0.851    197.250    122.716
      0.284   -103.132    -67.301    -97.331     -0.716    197.333    122.841
      0.285   -103.133    -67.104    -97.208     -0.581    197.416    122.965
      0.286   -103.133    -66.906    -97.085     -0.446    197.499    123.090
      0.287   -103.133    -66.709    -96.962     -0.311    197.581    123.215
      0.288   -103.134    -66.511    -96.838     -0.175    197.664    123.340
      0.289   -103.134    -66.314    -96.715     -0.038    197.746    123.465
      0.290   -103.134    -66.116    -96.591      0.098    197.829    123.591
      0.291   -103.134    -65.918    -96.468      0.235    197.911    123.716
      0.292   -103.133    -65.720    -96.344      0.372    197.994    123.842
      0.293   -103.133    -65.522    -96.220      0.510    198.076    123.968
      0.294   -103.132    -65.324    -96.096      0.648    198.158    124.094
      0.295   -103.132    -65.126    -95.972      0.786    198.241    124.220
      0.296   -103.131    -64.927    -95.848      0.925    198.323    124.347
      0.297   -103.130    -64.729    -95.723      1.064    198.405    124.473
      0.298   -103.129    -64.530    -95.599      1.204    198.487    124.600
      0.299   -103.127    -64.332    -95.474      1.343    198.570    124.727
      0.300   -103.126    -64.133    -95.349      1.483    198.652    124.854
      0.301   -103.124    -63.935    -95.224      1.624    198.734    124.982
      0.302   -103.123    -63.736    -95.099      1.765    198.816    125.109
      0.303   -103.121    -63.537    -94.974      1.906    198.898    125.237
      0.304   -103.119    -63.338    -94.849      2.047    198.980    125.364
      0.305   -103.117    -63.139    -94.723      2.189    199.061    125.492
      0.306   -103.114    -62.940    -94.598      2.332    199.143    125.620
      0.307   -103.112    -62.741    -94.472      2.474    199.225    125.749
      0.308   -103.110    -62.541    -94.346      2.617    199.307    125.877
      0.309   -103.107    -62.342    -94.220      2.761    199.388    126.006
      0.310   -103.104    -62.143    -94.094      2.904    199.470    126.134
      0.311   -103.101    -61.943    -93.968      3.049    199.551    126.263
      0.312   -103.098    -61.744    -93.842      3.193    199.633    126.392
      0.313   -103.095    -61.544    -93.715      3.338    199.714    126.522
      0.314   -103.091    -61.344    -93.589      3.483    199.796    126.651
      0.315   -103.088    -61.144    -93.462      3.629    199.877    126.781
      0.316   -103.084    -60.944    -93.335      3.775    199.958    126.910
      0.317   -103.080    -60.744    -93.208      3.921    200.040    127.040
      0.318   -103.076    -60.544    -93.081      4.068    200.121    127.170
      0.319   -103.072    -60.344    -92.954      4.215    200.202    127.301
      0.320   -103.068    -60.144    -92.827      4.362    200.283    127.431
      0.321   -103.063    -59.944    -92.699      4.510    200.364    127.562
      0.322   -103.059    -59.743    -92.571      4.659    200.445    127.693
      0.323   -103.054    -59.543    -92.444      4.807    200.526    127.823
      0.324   -103.049    -59.342    -92.316      4.956    200.607    127.955
      0.325   -103.044    -59.142    -92.188      5.106    200.687    128.086
      0.326   -103.039    -58.941    -92.060      5.255    200.768    128.217
      0.327   -103.034    -58.740    -91.931      5.406    200.849    128.349
      0.328   -103.028    -58.539    -91.803      5.556    200.929    128.481
      0.329   -103.022    -58.338    -91.674      5.707    201.010    128.613
      0.330   -103.017    -58.137    -91.546      5.859    201.090    128.745
      0.331   -103.011    -57.936    -91.417      6.010    201.171    128.877
      0.332   -103.005    -57.735    -91.288      6.162    201.251    129.010
      0.333   -102.998    -57.533    -91.159      6.315    201.331    129.142
      0.334   -102.992    -57.332    -91.030      6.468    201.411    129.275
      0.335   -102.985    -57.131    -90.900      6.621    201.491    129.408
      0.336   -102.979    -56.929    -90.771      6.775    201.571    129.541
      0.337   -102.972    -56.727    -90.641      6.929    201.651    129.675
      0.338   -102.965    -56.526    -90.511      7.084    201.731    129.808
      0.339   -102.958    -56.324    -90.382      7.239    201.811    129.942
      0.340   -102.950    -56.122    -90.252      7.394    201.891    130.076
      0.341   -102.943    -55.920    -90.121      7.550    201.970    130.210
      0.342   -102.935    -55.718    -89.991      7.706    202.050    130.344
      0.343   -102.928    -55.516    -89.861      7.862    202.129    130.478
      0.344   -102.920    -55.314    -89.730      8.019    202.209    130.613
      0.345   -102.911    -55.112    -89.600      8.177    202.288    130.748
      0.346   -102.903    -54.909    -89.469      8.335    202.367    130.882
      0.347   -102.895    -54.707    -89.338      8.493    202.446    131.017
      0.348   -102.886    -54.504    -89.207      8.651    202.525    131.153
      0.349   -102.878    -54.302    -89.075      8.810    202.604    131.288
      0.350   -102.869    -54.099    -88.944      8.970    202.683    131.424
      0.351   -102.860    -53.897    -88.813      9.130    202.762    131.559
      0.352   -102.850    -53.694    -88.681      9.290    202.841    131.695
      0.353   -102.841    -53.491    -88.549      9.451    202.919    131.831
      0.354   -102.831    -53.288    -88.417      9.612    202.998    131.968
      0.355   -102.822    -53.085    -88.285      9.773    203.076    132.104
      0.356   -102.812    -52.882    -88.153      9.935    203.155    132.241
      0.357   -102.802    -52.679    -88.021     10.098    203.233    132.378
      0.358   -102.792    -52.475    -87.888     10.261    203.311    132.514
      0.359   -102.781    -52.272    -87.756     10.424    203.389    132.652
      0.360   -102.771    -52.069    -87.623     10.587    203.467    132.789
      0.361   -102.760    -51.865    -87.490     10.752    203.545    132.926
      0.362   -102.749    -51.661    -87.357     10.916    203.623    133.064
      0.363   -102.738    -51.458    -87.224     11.081    203.701    133.202
      0.364   -102.727    -51.254    -87.091     11.246    203.778    133.340
      0.365   -102.716    -51.050    -86.957     11.412    203.856    133.478
      0.366   -102.704    -50.846    -86.824     11.579    203.933    133.616
      0.367   -102.693    -50.642    -86.690     11.745    204.010    133.755
      0.368   -102.681    -50.438    -86.556     11.912    204.088    133.894
      0.369   -102.669    -50.234    -86.422     12.080    204.165    134.032
      0.370   -102.657    -50.030    -86.288     12.248    204.242    134.172
      0.371   -102.644    -49.826    -86.154     12.417    204.319    134.311
      0.372   -102.632    -49.621    -86.020     12.586    204.395    134.450
      0.373   -102.619    -49.417    -85.885     12.755    204.472    134.590
      0.374   -102.606    -49.212    -85.750     12.925    204.549    134.729
      0.375   -102.593    -49.008    -85.616     13.095    204.625    134.869
      0.376   -102.580    -48.803    -85.481     13.266    204.701    135.009
      0.377   -102.567    -48.598    -85.346     13.437    204.778    135.150
      0.378   -102.553    -48.394    -85.210     13.609    204.854    135.290
      0.379   -102.540    -48.189    -85.075     13.781    204.930    135.431
      0.380   -102.526    -47.984    -84.940     13.953    205.006    135.572
      0.381   -102.512    -47.779    -84.804     14.126    205.081    135.712
      0.382   -102.497    -47.574    -84.668     14.300    205.157    135.854
      0.383   -102.483    -47.368    -84.532     14.474    205.232    135.995
      0.384   -102.469    -47.163    -84.396     14.648    205.308    136.136
      0.385   -102.454    -46.958    -84.260     14.823    205.383    136.278
      0.386   -102.439    -46.752    -84.124     14.998    205.458    136.420
      0.387   -102.424    -46.547    -83.987     15.174    205.533    136.562
      0.388   -102.409    -46.341    -83.850     15.350    205.608    136.704
      0.389   -102.393    -46.136    -83.714     15.527    205.683    136.846
      0.390   -102.378    -45.930    -83.577     15.704    205.758    136.989
      0.391   -102.362    -45.724    -83.440     15.882    205.832    137.132
      0.392   -102.346    -45.518    -83.303     16.060    205.906    137.275
      0.393   -102.330    -45.312    -83.165     16.238    205.981    137.418
      0.394   -102.313    -45.106    -83.028     16.417    206.055    137.561
      0.395   -102.297    -44.900    -82.890     16.597    206.129    137.704
      0.396   -102.280    -44.694    -82.752     16.777    206.202    137.848
      0.397   -102.263    -44.488    -82.614     16.958    206.276    137.992
      0.398   -102.246    -44.281    -82.476     17.139    206.350    138.135
      0.399   -102.229    -44.075    -82.338     17.320    206.423    138.280
      0.400   -102.212    -43.869    -82.200     17.502    206.496    138.424
      0.401   -102.194    -43.662    -82.061     17.684    206.570    138.568
      0.402   -102.176    -43.455    -81.923     17.867    206.642    138.713
      0.403   -102.158    -43.249    -81.784     18.051    206.715    138.858
      0.404   -102.140    -43.042    -81.645     18.235    206.788    139.003
      0.405   -102.122    -42.835    -81.506     18.419    206.861    139.148
      0.406   -102.103    -42.628    -81.367     18.604    206.933    139.293
      0.407   -102.085    -42.421    -81.227     18.789    207.005    139.439
      0.408   -102.066    -42.214    -81.088     18.975    207.077    139.584
      0.409   -102.047    -42.007    -80.948     19.162    207.149    139.730
      0.410   -102.027    -41.800    -80.808     19.349    207.221    139.876
      0.411   -102.008    -41.593    -80.668     19.536    207.292    140.022
      0.412   -101.988    -41.385    -80.528     19.724    207.364    140.169
      0.413   -101.968    -41.178    -80.388     19.912    207.435    140.315
      0.414   -101.948    -40.971    -80.248     20.101    207.506    140.462
      0.415   -101.928    -40.763    -80.107     20.290    207.577    140.609
      0.416   -101.908    -40.555    -79.966     20.480    207.648    140.756
      0.417   -101.887    -40.348    -79.826     20.671    207.719    140.903
      0.418   -101.866    -40.140    -79.685     20.862    207.789    141.050
      0.419   -101.846    -39.932    -79.543     21.053    207.859    141.198
      0.420   -101.824    -39.724    -79.402     21.245    207.930    141.346
      0.421   -101.803    -39.516    -79.261     21.438    208.000    141.493
      0.422   -101.781    -39.308    -79.119     21.631    208.069    141.642
      0.423   -101.760    -39.100    -78.977     21.824    208.139    141.790
      0.424   -101.738    -38.892    -78.836     22.018    208.208    141.938
      0.425   -101.716    -38.684    -78.694     22.213    208.278    142.087
      0.426   -101.693    -38.475    -78.551     22.408    208.347    142.235
