#         t          x          y          z         vx         vy         vz
      2.388    212.773     67.081    155.083    124.503    -52.552     32.899
      2.389    212.897     67.028    155.116    124.433    -52.571     32.849
      2.390    213.022     66.976    155.148    124.362    -52.591     32.799
      2.391    213.146     66.923    155.181    124.291    -52.611     32.749
      2.392    213.270     66.870    155.214    124.220    -52.630     32.699
      2.393    213.394     66.818    155.247    124.150    -52.650     32.649
      2.394    213.518     66.765    155.279    124.079    -52.670     32.599
      2.395    213.643     66.712    155.312    124.009    -52.689     32.549
      2.396    213.766     66.660    155.344    123.938    -52.709     32.499
      2.397    213.890     66.607    155.377    123.867    -52.728     32.450
      2.398    214.014     66.554    155.409    123.797    -52.748     32.400
      2.399    214.138     66.501    155.442    123.726    -52.767     32.350
      2.400    214.262     66.449    155.474    123.656    -52.786     32.300
      2.401    214.385     66.396    155.506    123.586    -52.806     32.251
      2.402    214.509     66.343    155.538    123.515    -52.825     32.201
      2.403    214.632     66.290    155.571    123.445    -52.844     32.152
      2.404    214.756     66.237    155.603    123.374    -52.863     32.102
      2.405    214.879     66.184    155.635    123.304    -52.883     32.053
      2.406    215.002     66.132    155.667    123.234    -52.902     32.003
      2.407    215.126     66.079    155.699    123.164    -52.921     31.954
      2.408    215.249     66.026    155.731    123.093    -52.940     31.904
      2.409    215.372     65.973    155.763    123.023    -52.959     31.855
      2.410    215.495     65.920    155.794    122.953    -52.978     31.806
      2.411    215.618     65.867    155.826    122.883    -52.997     31.757
      2.412    215.740     65.814    155.858    122.813    -53.016     31.707
      2.413    215.863     65.761    155.890    122.743    -53.034     31.658
      2.414    215.986     65.708    155.921    122.673    -53.053     31.609
      2.415    216.109     65.655    155.953    122.603    -53.072     31.560
      2.416    216.231     65.602    155.984    122.533    -53.091     31.511
      2.417    216.354     65.548    156.016    122.463    -53.110     31.462
      2.418    216.476     65.495    156.047    122.393    -53.128     31.413
      2.419    216.598     65.442    156.079    122.323    -53.147     31.364
      2.420    216.721     65.389    156.110    122.253    -53.165     31.315
      2.421    216.843     65.336    156.141    122.183    -53.184     31.266
      2.422    216.965     65.283    156.173    122.114    -53.203     31.217
      2.423    217.087     65.229    156.204    122.044    -53.221     31.169
      2.424    217.209     65.176    156.235    121.974    -53.240     31.120
      2.425    217.331     65.123    156.266    121.904    -53.258     31.071
      2.426    217.453     65.070    156.297    121.835    -53.276     31.023
      2.427    217.575     65.016    156.328    121.765    -53.295     30.974
      2.428    217.697     64.963    156.359    121.695    -53.313     30.925
      2.429    217.818     64.910    156.390    121.626    -53.331     30.877
      2.430    217.940     64.856    156.421    121.556    -53.350     30.828
      2.431    218.061     64.803    156.452    121.487    -53.368     30.780
      2.432    218.183     64.750    156.482    121.417    -53.386     30.732
      2.433    218.304     64.696    156.513    121.348    -53.404     30.683
      2.434    218.425     64.643    156.544    121.278    -53.422     30.635
      2.435    218.547     64.590    156.574    121.209    -53.440     30.586
      2.436    218.668     64.536    156.605    121.140    -53.458     30.538
      2.437    218.789     64.483    156.635    121.070    -53.476     30.490
      2.438    218.910     64.429    156.666    121.001    -53.494     30.442
      2.439    219.031     64.376    156.696    120.932    -53.512     30.394
      2.440    219.152     64.322    156.727    120.862    -53.530     30.346
      2.441    219.273     64.269    156.757    120.793    -53.548     30.297
      2.442    219.393     64.215    156.787    120.724    -53.566     30.249
      2.443    219.514     64.161    156.817    120.655    -53.583     30.201
      2.444    219.635     64.108    156.848    120.586    -53.601     30.153
      2.445    219.755     64.054    156.878    120.516    -53.619     30.105
      2.446    219.876     64.001    156.908    120.447    -53.637     30.058
      2.447    219.996     63.947    156.938    120.378    -53.654     30.010
      2.448    220.117     63.893    156.968    120.309    -53.672     29.962
      2.449    220.237     63.840    156.998    120.240    -53.689     29.914
      2.450    220.357     63.786    157.028    120.171    -53.707     29.866
      2.451    220.477     63.732    157.057    120.102    -53.724     29.819
      2.452    220.597     63.678    157.087    120.033    -53.742     29.771
      2.453    220.717     63.625    157.117    119.964    -53.759     29.723
      2.454    220.837     63.571    157.147    119.896    -53.777     29.676
      2.455    220.957     63.517    157.176    119.827    -53.794     29.628
      2.456    221.077     63.463    157.206    119.758    -53.811     29.581
      2.457    221.197     63.410    157.236    119.689    -53.829     29.533
      2.458    221.316     63.356    157.265    119.620    -53.846     29.486
      2.459    221.436     63.302    157.295    119.552    -53.863     29.438
      2.460    221.555     63.248    157.324    119.483    -53.880     29.391
      2.461    221.675     63.194    157.353    119.414    -53.897     29.344
      2.462    221.794     63.140    157.383    119.346    -53.915     29.296
      2.463    221.913     63.086    157.412    119.277    -53.932     29.249
      2.464    222.033     63.032    157.441    119.209    -53.949     29.202
      2.465    222.152     62.978    157.470    119.140    -53.966     29.155
      2.466    222.271     62.924    157.499    119.071    -53.983     29.108
      2.467    222.390     62.870    157.529    119.003    -54.000     29.060
      2.468    222.509     62.816    157.558    118.935    -54.017     29.013
      2.469    222.628     62.762    157.587    118.866    -54.034     28.966
      2.470    222.747     62.708    157.615    118.798    -54.050     28.919
      2.471    222.865     62.654    157.644    118.729    -54.067     28.872
      2.472    222.984     62.600    157.673    118.661    -54.084     28.825
      2.473    223.103     62.546    157.702    118.593    -54.101     28.779
      2.474    223.221     62.492    157.731    118.524    -54.117     28.732
      2.475    223.340     62.438    157.759    118.456    -54.134     28.685
      2.476    223.458     62.384    157.788    118.388    -54.151     28.638
      2.477    223.577     62.330    157.817    118.320    -54.167     28.591
      2.478    223.695     62.275    157.845    118.251    -54.184     28.545
      2.479    223.813     62.221    157.874    118.183    -54.201     28.498
      2.480    223.931     62.167    157.902    118.115    -54.217     28.451
      2.481    224.049     62.113    157.931    118.047    -54.234     28.405
      2.482    224.167     62.059    157.959    117.979    -54.250     28.358
      2.483    224.285     62.004    157.987    117.911    -54.266     28.311
      2.484    224.403     61.950    158.016    117.843    -54.283     28.265
      2.485    224.521     61.896    158.044    117.775    -54.299     28.219
      2.486    224.639     61.841    158.072    117.707    -54.315     28.172
      2.487    224.756     61.787    158.100    117.639    -54.332     28.126
      2.488    224.874     61.733    158.128    117.571    -54.348     28.079
      2.489    224.992     61.678    158.157    117.503    -54.364     28.033
      2.490    225.109     61.624    158.185    117.435    -54.380     27.987
      2.491    225.226     61.570    158.212    117.368    -54.397     27.940
      2.492    225.344     61.515    158.240    117.300    -54.413     27.894
      2.493    225.461     61.461    158.268    117.232    -54.429     27.848
      2.494    225.578     61.406    158.296    117.164    -54.445     27.802
      2.495    225.695     61.352    158.324    117.097    -54.461     27.756
      2.496    225.812     61.297    158.352    117.029    -54.477     27.710
      2.497    225.929     61.243    158.379    116.961    -54.493     27.664
      2.498    226.046     61.188    158.407    116.894    -54.509     27.618
